	Symbol	GeneID	Total_submissions	Total_alleles	Submissions_reporting_this_gene	Alleles_reported_Pathogenic_Likely_pathogenic	Gene_MIM_number	Number_uncertain	Number_with_conflicts	Pathogenic_change
4354	CTXND1	100996492	4	4	0	0	0	2	0	0.0
4355	CTXND2	100996521	1	1	0	0	0	0	0	0.0
4356	CUBN	8029	1831	1167	1793	88	602997	456	57	87.0
4357	CUEDC1	404093	17	17	0	0	0	2	0	-1.0
4358	CUEDC2	79004	17	17	0	0	614142	1	0	0.0
4359	CUL1	8454	70	70	0	0	603134	5	0	0.0
4360	CUL2	8453	31	31	5	1	603135	6	0	1.0
4361	CUL3	8452	367	268	326	47	603136	96	9	46.0
4362	CUL4A	8451	114	114	0	0	603137	6	0	0.0
4363	CUL4B	8450	412	347	242	42	300304	71	3	40.0
4364	CUL5	8065	29	29	1	0	601741	4	0	0.0
4365	CUL7	9820	681	496	668	72	609577	240	32	61.0
4366	CUL9	23113	16	16	4	0	607489	1	0	0.0
4367	CUTA	51596	15	15	1	0	616953	7	0	0.0
4368	CUTC	51076	33	31	0	0	610101	14	0	0.0
4369	CUX1	1523	164	150	106	30	116896	49	2	30.0
4370	CUX2	23316	123	101	90	3	610648	37	1	3.0
4371	CUZD1	50624	52	52	2	0	616644	6	0	0.0
4372	CWC15	51503	24	24	0	0	0	6	0	0.0
4373	CWC22	57703	37	37	4	0	615186	3	0	0.0
4374	CWC25	54883	11	11	0	0	0	2	0	0.0
4375	CWC27	10283	254	244	238	27	617170	113	0	27.0
4376	CWF19L1	55280	80	66	58	24	616120	12	1	24.0
4377	CWF19L2	143884	22	22	0	1	0	4	0	1.0
4378	CWH43	80157	27	27	4	2	618561	1	0	2.0
4379	CX3CL1	6376	36	36	10	0	601880	6	0	0.0
4380	CX3CR1	1524	25	24	16	1	601470	2	0	-11.0
4381	CXADR	1525	88	83	1	0	602621	11	0	0.0
4382	CXCL1	2919	24	24	1	0	155730	2	0	0.0
4383	CXCL10	3627	30	30	2	0	147310	5	0	-31.0
4384	CXCL11	6373	30	30	0	0	604852	5	0	0.0
4385	CXCL12	6387	41	41	25	0	600835	2	0	0.0
4386	CXCL13	10563	22	22	0	0	605149	2	0	0.0
4387	CXCL14	9547	22	21	0	0	604186	4	0	0.0
4388	CXCL16	58191	34	34	2	1	605398	9	0	1.0
4389	CXCL17	284340	11	11	1	0	611387	1	0	-17.0
4390	CXCL2	2920	29	29	0	0	139110	4	0	0.0
4391	CXCL3	2921	27	27	0	0	139111	2	0	0.0
4392	CXCL5	6374	26	26	0	0	600324	1	0	0.0
4393	CXCL6	6372	25	25	1	0	138965	2	0	0.0
4394	CXCL8	3576	27	27	2	0	146930	3	0	0.0
4395	CXCL9	4283	32	32	2	0	601704	6	0	0.0
4396	CXCR1	3577	37	35	8	1	146929	6	0	1.0
4397	CXCR2	3579	121	111	88	3	146928	41	1	3.0
4398	CXCR3	2833	133	127	2	0	300574	6	0	0.0
4399	CXCR4	7852	164	119	147	14	162643	54	5	13.0
4400	CXCR5	643	43	36	4	0	601613	5	0	0.0
4401	CXCR6	10663	14	14	3	0	605163	2	0	0.0
4402	CXXC1	30827	55	53	9	0	609150	3	0	0.0
4403	CXXC4	80319	14	14	0	0	611645	2	0	0.0
4404	CXXC4-AS1	101929468	1	1	0	0	0	0	0	0.0
4405	CXXC5	51523	23	21	0	0	612752	5	0	0.0
4407	CXorf22	170063	154	148	0	0	0	6	0	0.0
4408	CXorf30	645090	159	153	0	3	0	7	0	-7.0
4409	CXorf38	159013	157	149	4	0	0	7	0	0.0
4410	CXorf49	100130361	130	124	0	0	0	5	0	0.0
4411	CXorf49B	100132994	131	125	0	0	0	5	0	-2.0
4412	CXorf51A	100129239	194	188	0	0	0	3	0	0.0
4413	CXorf51B	100133053	194	188	0	0	0	3	0	-1.0
4414	CXorf58	254158	158	152	0	0	0	7	0	0.0
4415	CXorf65	158830	136	130	0	0	0	8	0	-2.0
4416	CXorf66	347487	196	190	0	0	0	12	0	-5.0
4417	CYB561	1534	16	16	2	2	600019	1	0	1.0
4418	CYB561A3	220002	19	19	0	0	618757	10	0	0.0
4419	CYB561D1	284613	19	19	0	0	0	2	0	-1.0
4420	CYB561D2	11068	338	303	0	11	607068	144	0	11.0
4421	CYB5A	1528	167	162	14	3	613218	10	1	3.0
4422	CYB5B	80777	36	34	0	0	611964	9	0	-9.0
4423	CYB5D1	124637	27	25	0	0	0	7	0	0.0
4424	CYB5D2	124936	46	46	0	1	0	15	0	1.0
4425	CYB5R1	51706	17	16	0	0	608341	2	0	0.0
4426	CYB5R2	51700	22	22	0	0	608342	3	0	0.0
4427	CYB5R3	1727	186	151	136	30	613213	22	2	29.0
4428	CYB5R4	51167	39	38	2	0	608343	18	0	0.0
4429	CYB5RL	606495	15	15	0	0	0	3	0	0.0
4430	CYBA	1535	553	392	478	48	608508	108	6	48.0
4431	CYBB	1536	806	639	641	155	300481	83	9	155.0
4432	CYBC1	79415	113	110	82	1	618334	35	0	0.0
4433	CYBRD1	79901	27	27	1	0	605745	3	0	0.0
4434	CYC1	1537	138	114	70	2	123980	18	0	2.0
4435	CYCS	54205	68	61	38	6	123970	20	1	6.0
4436	CYFIP1	23191	340	331	51	0	606322	75	0	0.0
4437	CYFIP2	26999	462	416	434	19	606323	125	5	19.0
4438	CYGB	114757	137	117	2	9	608759	72	0	9.0
4439	CYLC1	1538	154	148	0	1	300768	7	0	1.0
4440	CYLC2	1539	53	53	0	0	604035	5	0	-9.0
4441	CYLD	1540	506	252	473	42	605018	87	1	42.0
4443	CYMP-AS1	440602	6	6	0	0	0	0	0	0.0
4444	CYP11A1	1583	165	125	125	19	118485	32	7	15.0
4445	CYP11B1	1584	941	582	875	118	610613	104	36	118.0
4446	CYP11B2	1585	852	445	788	57	124080	62	22	57.0
4447	CYP17A1	1586	444	311	422	78	609300	30	9	78.0
4448	CYP17A1-AS1	102724307	62	50	0	11	0	6	0	11.0
4449	CYP19A1	1588	428	341	403	44	107910	71	12	44.0
4450	CYP1A1	1543	47	46	8	0	108330	3	0	0.0
4451	CYP1A2	1544	49	48	7	0	124060	5	0	0.0
4452	CYP1B1	1545	602	260	566	49	601771	135	15	49.0
4453	CYP1B1-AS1	285154	7	7	0	0	0	3	0	0.0
4454	CYP20A1	57404	32	31	2	0	0	1	0	0.0
4455	CYP21A2	1589	536	273	501	104	613815	64	16	94.0
4456	CYP24A1	1591	351	234	335	17	126065	89	13	16.0
4457	CYP26A1	1592	22	22	5	0	602239	2	0	0.0
4458	CYP26B1	56603	86	73	74	5	605207	16	2	5.0
4459	CYP26C1	340665	36	33	18	0	608428	1	1	0.0
4460	CYP27A1	1593	1413	751	1363	137	606530	265	66	137.0
4461	CYP27B1	1594	208	154	196	50	609506	57	3	50.0
4462	CYP27C1	339761	28	27	1	0	0	3	0	0.0
4463	CYP2A13	1553	10	10	0	0	608055	2	0	0.0
4464	CYP2A6	1548	36	31	16	1	122720	2	0	-31.0
4465	CYP2A7	1549	26	25	8	0	608054	2	0	0.0
4466	CYP2B6	1555	33	28	17	0	123930	2	0	0.0
4467	CYP2C18	1562	33	33	6	0	601131	7	0	0.0
4468	CYP2C19	1557	2534	84	2494	0	124020	13	0	0.0
4469	CYP2C8	1558	37	38	11	1	601129	9	0	1.0
4470	CYP2C9	1559	74	40	49	1	601130	9	0	1.0
4471	CYP2D6	1565	345	305	291	0	124030	4	0	0.0
4472	CYP2D7	1564	9	8	0	0	0	1	0	0.0
4473	CYP2E1	1571	185	178	19	1	124040	18	0	1.0
4474	CYP2F1	1572	17	17	8	1	124070	1	0	1.0
4475	CYP2J2	1573	21	21	2	0	601258	3	0	0.0
4476	CYP2R1	120227	116	83	95	6	608713	36	0	-6.0
4477	CYP2S1	29785	11	11	2	0	611529	1	0	0.0
4478	CYP2U1	113612	266	195	246	36	610670	80	9	36.0
4479	CYP2U1-AS1	101929595	93	77	0	12	0	36	0	12.0
4480	CYP2W1	54905	65	65	2	0	615967	13	0	0.0
4481	CYP39A1	51302	12	12	0	0	605994	1	0	-1.0
4482	CYP3A4	1576	34	32	10	1	124010	6	0	1.0
4483	CYP3A43	64816	28	28	3	0	606534	3	0	-1.0
4484	CYP3A5	1577	33	30	8	0	605325	5	0	0.0
4485	CYP3A7	1551	26	26	2	0	605340	5	0	0.0
4486	CYP3A7-CYP3A51P	100861540	9	9	0	0	0	0	0	0.0
4487	CYP46A1	10858	27	27	0	0	604087	2	0	0.0
4488	CYP4A11	1579	13	13	2	0	601310	2	0	-1.0
4489	CYP4A22	284541	10	10	0	0	615341	1	0	0.0
4490	CYP4B1	1580	23	23	13	1	124075	2	0	-29.0
4491	CYP4F11	57834	15	15	0	0	611517	1	0	0.0
4492	CYP4F12	66002	28	28	0	0	611485	1	0	-2.0
4493	CYP4F2	8529	27	24	11	0	604426	2	1	-9.0
4494	CYP4F22	126410	266	199	247	50	611495	59	8	50.0
4495	CYP4F3	4051	32	31	10	0	601270	4	0	0.0
4496	CYP4F8	11283	12	12	0	0	611545	1	0	-8.0
4497	CYP4V2	285440	883	571	737	59	608614	258	25	59.0
4498	CYP4X1	260293	12	12	0	0	614999	1	0	0.0
4499	CYP4Z1	199974	12	12	1	0	618953	1	0	0.0
4500	CYP51A1	1595	58	56	39	0	601637	10	0	0.0
4501	CYP51A1-AS1	613126	21	21	0	0	0	5	0	0.0
4502	CYP7A1	1581	129	108	102	1	118455	49	3	1.0
4503	CYP7B1	9420	520	333	484	43	603711	167	23	43.0
4504	CYP8B1	1582	14	14	6	0	602172	1	0	-16.0
4505	CYREN	78996	37	37	1	0	616980	3	0	-4.0
4506	CYRIA	81553	25	25	0	0	0	1	0	0.0
4507	CYRIB	51571	63	63	0	1	617978	9	0	1.0
4508	CYS1	192668	25	25	2	1	618713	4	0	0.0
4509	CYSLTR1	10800	151	145	1	0	300201	17	0	-4.0
4510	CYSLTR2	57105	70	70	11	0	605666	3	0	0.0
4511	CYSRT1	375791	71	69	0	0	0	6	0	0.0
4512	CYSTM1	84418	21	19	0	0	0	3	0	0.0
4513	CYTH1	9267	24	24	0	0	182115	7	0	0.0
4514	CYTH2	9266	17	16	0	0	602488	3	0	0.0
4515	CYTH3	9265	57	57	0	1	605081	20	0	1.0
4516	CYTH4	27128	27	26	3	0	606514	2	0	-10.0
4517	CYTIP	9595	26	26	0	0	604448	2	0	0.0
4518	CYTL1	54360	91	91	0	0	607930	7	0	0.0
4519	CYTOR	112597	23	21	0	0	0	2	0	0.0
4520	CYYR1	116159	71	66	0	0	616020	4	0	0.0
4521	CYYR1-AS1	100996571	43	38	0	0	616021	1	0	0.0
4522	CZ1P-ASNS	107986827	541	414	0	82	0	104	0	81.0
4523	CZIB	54987	16	16	0	0	0	3	0	0.0
4524	D21S2088E	266917	45	40	0	0	0	3	0	0.0
4525	D2HGDH	728294	548	394	426	16	609186	141	25	16.0
4526	DAAM1	23002	31	31	12	0	606626	6	0	0.0
4527	DAAM2	23500	45	44	12	5	606627	17	0	3.0
4528	DAAM2-AS1	100505635	4	4	0	0	0	0	0	0.0
4529	DAB1	1600	84	82	52	3	603448	13	0	-125.0
4530	DAB1-AS1	101926890	6	6	0	0	0	1	0	0.0
4531	DAB2	1601	40	40	15	1	601236	2	0	1.0
4532	DAB2IP	153090	43	43	13	0	609205	3	0	0.0
4533	DACH1	1602	72	72	5	2	603803	9	0	2.0
4534	DACH2	117154	178	172	1	7	300608	13	0	7.0
4535	DACT1	51339	62	60	43	3	607861	4	0	-1.0
4536	DACT2	168002	75	75	1	0	608966	2	0	-11.0
4537	DACT3	147906	21	20	1	1	611112	7	0	-1.0
4538	DACT3-AS1	100506068	6	6	0	0	0	2	0	-5.0
4539	DAD1	1603	37	37	9	0	600243	2	0	-13.0
4540	DAG1	1605	726	496	711	19	128239	300	41	19.0
4541	DAGLA	747	22	22	9	1	614015	4	0	1.0
4542	DAGLB	221955	63	63	10	0	614016	20	0	0.0
4543	DALRD3	55152	19	18	5	1	618904	2	0	1.0
4544	DANCR	57291	25	25	0	0	614625	8	0	0.0
4545	DAND5	199699	30	26	3	1	609068	4	1	1.0
4547	DANT2	642776	163	157	0	0	301004	3	0	0.0
4548	DAO	1610	49	49	34	1	124050	6	0	1.0
4549	DAOA	267012	108	108	4	0	607408	8	0	-2.0
4550	DAOA-AS1	282706	108	108	0	0	607415	8	0	0.0
4551	DAP	1611	101	101	0	1	600954	9	0	-10.0
4553	DAP3	7818	42	38	1	2	602074	10	0	2.0
4554	DAPK1	1612	64	64	28	0	600831	5	0	0.0
4555	DAPK1-IT1	100506897	34	34	0	0	0	2	0	0.0
4556	DAPK2	23604	19	18	7	0	616567	1	0	0.0
4557	DAPK3	1613	25	25	1	0	603289	4	0	-5.0
4558	DAPL1	92196	24	24	0	0	0	2	0	0.0
4559	DAPP1	27071	15	15	0	0	605768	1	0	0.0
4560	DARS1	1615	134	112	115	9	603084	33	8	9.0
4561	DARS1-AS1	101928243	11	10	0	0	0	2	0	0.0
4562	DARS2	55157	419	294	371	55	610956	87	9	55.0
4563	DAW1	164781	29	29	7	5	0	0	0	5.0
4564	DAXX	1616	19	19	7	4	603186	4	0	4.0
4565	DAZ1	1617	105	105	0	0	400003	9	0	0.0
4566	DAZ2	57055	104	104	0	0	400026	10	0	0.0
4567	DAZ3	57054	108	108	0	0	400027	15	0	0.0
4568	DAZ4	57135	109	109	0	0	400048	16	0	0.0
4569	DAZAP1	26528	43	43	2	0	607430	9	0	0.0
4570	DAZAP2	9802	10	10	0	0	607431	2	0	0.0
4571	DAZL	1618	25	25	1	0	601486	0	0	-1.0
4572	DBET	100419743	19	19	0	0	614865	3	0	0.0
4573	DBF4	10926	23	23	3	0	604281	6	0	0.0
4574	DBF4B	80174	12	12	0	0	611661	1	0	-63.0
4575	DBH	1621	456	346	418	3	609312	145	15	3.0
4576	DBH-AS1	138948	75	61	0	0	0	18	0	0.0
4577	DBI	1622	27	27	1	0	125950	2	0	-7.0
4578	DBN1	1627	73	71	8	0	126660	9	0	0.0
4579	DBNDD1	79007	58	58	0	0	0	18	0	0.0
4580	DBNDD2	55861	11	11	0	0	611453	1	0	0.0
4581	DBNL	28988	163	108	0	6	610106	42	0	6.0
4582	DBP	1628	20	19	4	0	124097	3	0	0.0
4583	DBR1	51163	31	31	8	0	607024	4	0	0.0
4584	DBT	1629	798	582	783	109	248610	183	22	108.0
4585	DBX1	120237	15	15	0	0	619830	1	0	0.0
4586	DBX2	440097	15	15	1	0	0	3	0	0.0
4587	DCAF1	9730	9	9	0	0	617259	2	0	-3.0
4588	DCAF10	79269	71	70	0	0	0	3	0	0.0
4589	DCAF11	80344	25	25	1	0	613317	2	0	0.0
4590	DCAF12	25853	76	75	1	0	620087	5	0	-1.0
4591	DCAF12L1	139170	178	171	5	0	0	4	0	-4.0
4592	DCAF12L2	340578	181	175	0	0	0	8	0	-2.0
4593	DCAF13	25879	49	49	3	0	616196	6	0	-1.0
4594	DCAF15	90379	18	18	2	0	620109	2	0	0.0
4595	DCAF16	54876	46	46	0	1	0	6	0	1.0
4596	DCAF17	80067	381	282	357	19	612515	117	9	8.0
4597	DCAF4	26094	23	23	4	0	616372	6	0	0.0
4598	DCAF4L1	285429	18	18	0	0	0	1	0	0.0
4599	DCAF4L2	138009	36	36	0	0	0	5	0	0.0
4600	DCAF5	8816	11	11	0	0	603812	0	0	0.0
4601	DCAF6	55827	134	112	2	5	610494	25	0	5.0
4602	DCAF7	10238	16	16	3	0	605973	0	0	0.0
4603	DCAF8	50717	39	34	17	1	615820	15	0	1.0
4604	DCAF8-DT	100287049	17	14	0	0	0	5	0	0.0
4605	DCAF8L1	139425	157	151	0	0	0	5	0	0.0
4606	DCAF8L2	347442	159	153	0	1	0	6	0	1.0
4607	DCAKD	79877	12	12	0	0	0	2	0	0.0
4608	DCANP1	140947	22	21	0	0	609710	4	0	-1.0
4609	DCBLD1	285761	29	29	0	2	0	4	0	2.0
4610	DCBLD2	131566	14	14	2	0	608698	1	0	-3.0
4611	DCC	1630	208	175	132	40	120470	48	1	40.0
4612	DCD	117159	9	9	2	0	606634	0	0	0.0
4613	DCDC1	341019	70	67	11	13	608062	12	0	13.0
4614	DCDC2	51473	318	201	294	23	605755	59	14	23.0
4615	DCDC2B	149069	18	18	0	0	0	6	0	0.0
4616	DCDC2C	728597	39	39	1	0	0	10	0	0.0
4617	DCHS1	8642	906	636	872	14	603057	295	22	14.0
4618	DCHS2	54798	33	33	0	0	612486	4	0	0.0
4619	DCK	1633	28	28	1	0	125450	7	0	0.0
4620	DCLK1	9201	56	56	2	1	604742	5	0	1.0
4621	DCLK2	166614	28	28	0	2	613166	5	0	2.0
4622	DCLK3	85443	13	13	0	0	613167	0	0	0.0
4623	DCLRE1A	9937	25	25	0	0	609682	1	0	0.0
4624	DCLRE1B	64858	154	141	121	3	609683	74	0	3.0
4625	DCLRE1C	64421	979	698	941	90	605988	263	23	90.0
4626	DCN	1634	73	63	55	4	125255	24	1	4.0
4627	DCP1A	55802	13	13	1	0	607010	4	0	0.0
4628	DCP1B	196513	77	77	4	0	609843	14	0	0.0
4629	DCP2	167227	40	39	0	2	609844	6	0	2.0
4630	DCPS	28960	114	106	46	6	610534	17	2	6.0
4631	DCST1	149095	21	17	3	0	619860	5	0	0.0
4632	DCST1-AS1	100505666	9	8	0	0	0	2	0	0.0
4633	DCST2	127579	18	14	0	0	619861	5	0	0.0
4634	DCSTAMP	81501	44	44	1	0	605933	4	0	-13.0
4635	DCT	1638	94	89	15	6	191275	12	0	6.0
4636	DCTD	1635	104	104	1	1	607638	11	0	1.0
4637	DCTN1	1639	1356	858	1332	10	601143	446	42	10.0
4638	DCTN1-AS1	100189589	3	3	0	0	0	0	0	0.0
4639	DCTN2	10540	17	17	2	0	607376	5	0	0.0
4640	DCTN3	11258	78	76	0	0	607387	7	0	0.0
4641	DCTN4	51164	18	17	3	0	614758	0	0	0.0
4642	DCTN5	84516	36	36	0	0	612962	4	0	0.0
4643	DCTN6	10671	63	63	0	1	612963	2	0	1.0
4644	DCTPP1	79077	23	23	0	0	615840	5	0	0.0
4645	DCUN1D1	54165	34	34	1	0	605905	2	0	0.0
4646	DCUN1D2	55208	117	117	1	0	0	11	0	-4.0
4647	DCUN1D3	123879	22	22	0	0	616167	6	0	0.0
4648	DCUN1D4	23142	16	16	0	3	612977	2	0	0.0
4649	DCUN1D5	84259	28	27	0	0	616522	5	0	0.0
4650	DCX	1641	479	388	300	157	300121	40	5	157.0
4651	DCXR	51181	32	32	3	0	608347	3	0	0.0
4653	DDA1	79016	20	20	0	0	0	7	0	-2.0
4654	DDAH1	23576	24	24	1	1	604743	5	0	1.0
4655	DDAH2	23564	12	12	2	0	604744	2	0	0.0
4656	DDB1	1642	32	32	20	6	600045	13	0	6.0
4657	DDB2	1643	151	119	132	8	600811	44	7	8.0
4658	DDC	1644	469	365	453	41	107930	144	12	41.0
4659	DDC-AS1	100129427	79	64	0	6	0	29	0	5.0
4660	DDHD1	80821	384	302	363	15	614603	129	6	15.0
4661	DDHD1-DT	101927620	7	7	0	0	0	0	0	-1.0
4662	DDHD2	23259	340	249	279	30	615003	84	9	30.0
4663	DDI1	414301	34	34	6	0	0	6	0	-6.0
4664	DDI2	84301	26	26	0	0	0	3	0	0.0
4665	DDIAS	220042	17	17	0	0	618045	1	0	0.0
4666	DDIT3	1649	15	15	3	0	126337	1	0	0.0
4667	DDIT4	54541	13	13	0	0	607729	0	0	0.0
4668	DDIT4L	115265	15	15	0	0	607730	0	0	0.0
4669	DDIT4L-AS1	101929353	4	4	0	0	0	0	0	0.0
4670	DDN	23109	16	16	2	0	610588	3	0	0.0
4671	DDN-AS1	105369758	1	1	0	0	0	0	0	0.0
4672	DDO	8528	29	29	2	0	124450	8	0	0.0
4673	DDOST	1650	281	187	263	3	602202	58	1	3.0
4674	DDR1	780	15	15	3	0	600408	4	0	-65.0
4675	DDR2	4921	368	266	334	16	191311	112	18	16.0
4676	DDRGK1	65992	88	87	50	3	616177	33	0	3.0
4677	DDT	1652	110	106	0	0	602750	40	0	0.0
4678	DDTL	100037417	110	106	0	0	0	40	0	-1.0
4679	DDX1	1653	34	34	3	2	601257	4	0	2.0
4680	DDX10	1662	29	29	5	0	601235	6	0	-1.0
4681	DDX11	1663	169	138	135	20	601150	27	1	20.0
4682	DDX11-AS1	100506660	8	8	0	0	0	0	0	-57.0
4683	DDX17	10521	28	27	2	0	608469	1	0	0.0
4684	DDX18	8886	26	26	7	0	606355	1	0	-2.0
4685	DDX19A	55308	42	40	0	0	0	15	0	0.0
4686	DDX19A-DT	100506083	13	13	0	0	0	2	0	0.0
4687	DDX19B	11269	42	40	0	0	605812	15	0	0.0
4688	DDX20	11218	16	16	3	0	606168	1	0	0.0
4689	DDX21	9188	20	20	2	0	606357	5	0	0.0
4690	DDX23	9416	38	35	22	3	612172	18	2	-2.0
4691	DDX24	57062	25	25	0	0	606181	3	0	0.0
4692	DDX25	29118	94	94	29	2	607663	7	0	2.0
4693	DDX27	55661	21	21	3	0	616621	7	0	0.0
4694	DDX28	55794	33	31	0	0	607618	6	0	0.0
4695	DDX31	64794	34	34	0	0	616533	3	0	-6.0
4696	DDX39A	10212	20	20	2	1	619906	2	0	-3.0
4697	DDX39B	7919	14	14	3	0	142560	2	0	-10.0
4698	DDX39B-AS1	106478957	1	1	0	0	0	0	0	-1.0
4700	DDX3X	1654	769	602	597	229	300160	93	8	229.0
4701	DDX3Y	8653	72	72	0	0	400010	6	0	0.0
4702	DDX4	54514	17	17	3	0	605281	5	0	-3.0
4703	DDX41	51428	279	217	213	41	608170	68	6	39.0
4704	DDX42	11325	15	15	0	0	613369	2	0	-14.0
4705	DDX43	55510	18	18	2	0	606286	2	0	-2.0
4706	DDX46	9879	23	22	1	0	617848	4	0	0.0
4707	DDX47	51202	47	46	1	0	615428	6	0	-2.0
4708	DDX49	54555	11	11	0	0	0	1	0	0.0
4709	DDX5	1655	16	16	2	0	180630	3	0	0.0
4710	DDX50	79009	20	20	3	1	610373	4	0	1.0
4711	DDX51	317781	42	41	3	0	0	13	0	0.0
4712	DDX52	11056	130	122	0	0	612500	8	0	-21.0
4713	DDX53	168400	184	176	11	3	301079	16	0	0.0
4714	DDX54	79039	27	22	16	4	611665	4	1	-2.0
4715	DDX55	57696	27	27	0	0	620176	7	0	-65.0
4716	DDX56	54606	30	30	3	1	608023	3	0	0.0
4717	DDX59	83479	89	73	70	6	615464	14	0	6.0
4718	DDX59-AS1	101929224	2	2	0	0	0	0	0	-2.0
4719	DDX6	1656	65	55	24	8	600326	15	0	8.0
4720	DDX60	55601	58	58	4	0	613974	7	0	-4.0
4721	DDX60L	91351	54	54	1	0	616725	6	0	-8.0
4722	DEAF1	10522	544	452	492	56	602635	208	7	56.0
4723	DECR1	1666	50	47	12	0	222745	9	0	0.0
4724	DECR2	26063	65	63	0	0	615839	15	0	0.0
4725	DEDD	9191	23	21	0	0	606841	8	0	0.0
4726	DEDD2	162989	15	15	0	2	617078	0	0	2.0
4727	DEF6	50619	167	165	157	2	610094	71	0	2.0
4728	DEF8	54849	63	63	5	0	0	18	0	0.0
4729	DEFA1	1667	99	98	0	0	125220	6	0	0.0
4730	DEFA1B	728358	99	98	0	0	0	6	0	0.0
4731	DEFA3	1668	99	98	0	0	604522	6	0	0.0
4732	DEFA4	1669	103	102	0	0	601157	6	0	-1.0
4733	DEFA5	1670	98	98	1	1	600472	4	0	1.0
4734	DEFA6	1671	104	103	1	0	600471	6	0	0.0
4735	DEFB1	1672	108	107	2	3	602056	6	0	3.0
4736	DEFB103A	414325	200	188	0	0	0	2	0	0.0
4737	DEFB103B	55894	204	192	0	0	606611	2	0	-2.0
4738	DEFB104A	140596	201	189	1	0	0	2	0	-7.0
4739	DEFB104B	503618	207	195	0	0	0	2	0	0.0
4740	DEFB105A	245908	210	198	0	0	0	2	0	-1.0
4741	DEFB105B	504180	205	193	0	0	0	2	0	0.0
4742	DEFB106A	245909	210	198	0	0	0	2	0	-6.0
4743	DEFB106B	503841	205	193	0	0	0	2	0	0.0
4744	DEFB107A	245910	211	199	1	0	0	2	0	0.0
4745	DEFB107B	503614	205	193	0	0	0	2	0	-1.0
4746	DEFB108B	245911	10	10	1	0	0	3	0	0.0
4747	DEFB109B	641517	104	99	0	2	0	0	0	2.0
4748	DEFB110	245913	14	14	0	0	0	3	0	-2.0
4749	DEFB112	245915	16	16	0	1	0	3	0	1.0
4750	DEFB113	245927	14	14	0	0	0	3	0	0.0
4751	DEFB114	245928	14	14	0	0	615243	3	0	0.0
4752	DEFB115	245929	31	31	0	0	0	5	0	0.0
4753	DEFB116	245930	32	32	0	0	0	5	0	0.0
4754	DEFB118	117285	34	34	0	0	607650	5	0	0.0
4755	DEFB119	245932	33	33	0	0	615997	5	0	-1.0
4756	DEFB121	245934	31	31	0	0	616075	5	0	-7.0
4757	DEFB123	245936	31	31	0	0	616076	5	0	-1.0
4758	DEFB124	245937	31	31	0	0	0	5	0	0.0
4759	DEFB125	245938	49	49	0	13	0	7	0	12.0
4760	DEFB126	81623	57	57	2	0	620131	7	0	0.0
4761	DEFB127	140850	55	55	0	0	0	7	0	0.0
4762	DEFB128	245939	55	55	0	0	0	8	0	-177.0
4763	DEFB129	140881	56	56	0	0	0	9	0	0.0
4764	DEFB130A	245940	63	63	0	0	0	1	0	0.0
4765	DEFB130B	100133267	37	37	0	0	0	0	0	0.0
4766	DEFB131A	644414	61	61	0	0	0	4	0	0.0
4767	DEFB131B	100129216	1	1	0	0	0	1	0	0.0
4768	DEFB132	400830	59	59	0	0	0	11	0	0.0
4769	DEFB134	613211	102	102	0	0	0	4	0	0.0
4770	DEFB135	613209	107	107	0	5	0	4	0	5.0
4771	DEFB136	613210	107	107	0	0	0	4	0	0.0
4772	DEFB4A	1673	201	189	1	4	602215	2	0	4.0
4773	DEFB4B	100289462	204	192	0	0	0	2	0	0.0
4774	DEGS1	8560	97	83	56	12	615843	21	1	10.0
4775	DEGS2	123099	34	34	2	0	610862	2	0	-2.0
4776	DEK	7913	20	20	0	0	125264	3	0	0.0
4777	DELE1	9812	20	19	0	0	615741	3	0	0.0
4778	DELEC1	50514	38	38	0	0	604767	8	0	0.0
4779	DENND10	404636	30	30	0	0	0	4	0	0.0
4780	DENND11	57189	40	40	0	0	620122	3	0	0.0
4781	DENND1A	57706	41	41	1	2	613633	5	0	2.0
4782	DENND1B	163486	27	26	4	1	613292	2	0	1.0
4783	DENND1C	79958	14	14	1	0	613634	6	0	0.0
4784	DENND2A	27147	42	42	0	0	620120	6	0	0.0
4785	DENND2B	6764	29	29	8	0	140750	6	0	-10.0
4786	DENND2B-AS1	102724784	3	3	0	0	0	1	0	-1.0
4787	DENND2C	163259	13	13	0	0	0	2	0	0.0
4788	DENND2D	79961	17	17	0	0	615111	1	0	0.0
4789	DENND3	22898	73	73	17	1	617503	4	0	1.0
4791	DENND4A	10260	15	14	0	0	600382	1	0	0.0
4792	DENND4B	9909	23	19	2	2	619843	7	0	2.0
4793	DENND4C	55667	105	104	0	1	0	11	0	1.0
4794	DENND5A	23258	124	106	93	11	617278	44	0	-36.0
4795	DENND5B	160518	37	37	1	1	617279	3	0	-3.0
4796	DENND5B-AS1	100874249	8	8	0	0	0	0	0	0.0
4797	DENND6A	201627	11	11	1	0	0	2	0	0.0
4798	DENND6A-DT	101929159	4	4	0	0	0	1	0	0.0
4799	DENND6B	414918	139	137	0	0	0	7	0	0.0
4800	DENR	8562	21	21	1	0	604550	5	0	0.0
4801	DEPDC1	55635	31	31	3	1	612002	5	0	1.0
4802	DEPDC1-AS1	101927220	11	11	0	0	0	1	0	0.0
4803	DEPDC1B	55789	24	24	1	0	616073	8	0	0.0
4804	DEPDC4	120863	18	18	0	1	0	6	0	1.0
